Tendency,TOP1,JG1,MID1,AD1,SUP1,TOP2,JG2,MID2,AD2,SUP2,melee_number,MeanKills,killsat10,killsat15,numberofgames
39,0.25,1.75,0.0,-1.25,2.5,1,28.75,2.75,5.5,10
20,0.5,0.25,0.5,1.375,1.5,1,28.75,2.75,1.5,10
16,0.5,1.5,0.5,1.6875,1.1875,2,28.75,0.75,-0.5,10
16,0.0,2.75,0.0,1.3125,1.25,1,24.0,0.0,-1.5,9
21,2.0,2.75,0.0,0.625,1.25,2,24.0,-3.0,-4.5,9
25,0.5,1.5,1.5,-0.625,-0.875,1,24.0,2.5,6.0,9
28,0.0,-3.0,0.5,1.125,1.125,-1,24.0,4.5,3.0,9
20,0.0,1.75,0.75,1.3125,1.5,2,31.0,-2.0,-3.75,10
36,0.25,2.0,3.375,1.6875,1.5,2,31.0,2.0,1.25,10
21,0.5,0.25,1.75,2.1875,1.5,1,31.0,-3.0,2.25,10
32,2.25,2.0,3.375,1.6875,4.5,2,31.0,7.0,4.25,10
22,0.5,-0.5,0.5,0.5,0.375,1,27.75,-1.25,-2.5,10
27,0.0,1.75,0.5,0.9375,0.875,2,27.75,0.75,4.5,10
29,1.75,2.75,0.5,0.875,1.125,2,27.75,-3.25,-0.5,10
34,1.75,1.5,0.0,-1.25,2.5,1,27.25,3.0,4.5,10
28,0.5,2.75,0.5,0.5,2.0,1,27.25,4.0,2.5,10
27,0.0,1.75,0.5,0.5,0.125,1,29.0,0.25,-1.5,10
19,0.25,0.125,1.5,0.875,-0.3125,1,29.0,0.25,-4.5,10
14,0.25,-0.5,0.0,-0.625,-2.25,0,29.0,-0.75,-2.5,10
27,0.5,1.5,1.625,0.5,1.125,3,24.5,-2.75,-2.0,10
15,0.25,-0.5,0.5,0.5,1.125,2,24.5,-1.75,-3.0,10
25,0.5,1.5,2.0,-0.75,-0.375,1,24.5,-1.75,-3.0,10
16,0.5,1.75,0.5,1.5,0.5,0,27.0,-2.75,-5.0,10
31,0.0,1.75,2.0,-0.125,2.5,1,27.0,0.25,6.0,10
20,0.0,0.125,0.0,1.3125,2.25,1,27.0,-0.75,-4.0,10
17,0.5,1.75,0.0,-0.875,-3.375,0,27.0,-3.75,-5.0,10
29,0.0,1.5,1.5,-0.8125,-2.375,0,27.0,-1.75,-2.0,10
30,0.5,1.5,0.0,1.375,2.0,0,27.5,-2.25,-4.25,10
30,0.5,2.0,0.0,1.125,1.0,1,27.5,2.75,0.75,10
43,0.5,0.25,2.0,1.6875,4.5,2,27.5,4.75,8.75,10
31,0.0,0.125,0.5,-0.8125,1.25,3,29.25,-2.0,-4.0,10
19,1.75,0.125,1.75,-0.875,-3.375,0,29.25,-3.0,-6.0,10
45,0.5,1.75,2.0,0.5,1.5,2,29.25,0.0,0.0,10
32,0.75,1.75,1.5,0.9375,1.125,2,29.25,2.0,1.0,10
20,0.25,0.125,0.0,0.5,1.0,1,25.5,-0.25,6.0,10
35,1.75,-0.5,0.5,0.5,0.375,2,25.5,-1.25,-2.0,10
24,1.75,1.5,1.75,1.5625,1.0,2,25.5,-3.25,-5.0,10
32,0.5,1.5,1.625,0.5,0.375,1,26.75,2.0,4.25,10
30,0.5,1.5,0.0,1.75,0.625,0,26.75,0.0,-1.75,10
24,0.5,1.5,0.0,1.6875,0.9375,1,24.25,-2.75,-1.25,10
26,0.0,1.0,0.0,1.125,1.0,1,24.25,1.25,-0.25,10
31,2.0,2.0,2.0,0.25,0.75,0,24.25,-0.75,-0.25,10
32,1.625,1.5,1.75,1.5625,-1.5625,0,24.25,-0.5,0.75,10
33,0.0,2.75,0.5,-0.625,0.0,1,24.25,-0.5,2.75,10
27,1.75,1.5,1.75,1.5625,-1.5625,0,24.25,1.5,3.75,10
31,2.0,2.75,0.5,-0.125,0.125,1,24.25,0.5,0.75,10
53,0.0,1.75,0.0,1.6875,4.3125,2,29.25,7.0,9.0,10
54,0.5,0.25,0.5,1.9375,0.9375,2,29.25,-1.0,2.0,10
32,1.75,0.125,0.0,2.1875,0.625,2,29.25,-2.0,0.0,10
60,1.75,1.75,0.5,1.9375,0.125,2,29.25,-1.0,4.0,10
27,0.0,0.125,0.75,1.3125,0.875,2,30.0,-1.75,-1.25,10
28,1.75,1.0,0.0,2.1875,0.75,2,30.0,0.25,-0.25,10
20,0.0,1.0,0.5,1.375,2.0,2,30.0,-3.75,-3.25,10
28,0.5,1.5,0.5,1.3125,1.75,1,30.0,0.25,-0.25,10
28,0.0,0.125,1.5,0.875,0.875,1,30.0,-4.5,-2.5,10
33,0.0,1.5,1.5,0.875,-2.25,1,30.0,-4.5,-3.5,10
33,0.0,2.75,1.5,1.9375,0.375,2,30.0,-0.5,1.5,10
26,0.0,1.5,0.5,0.25,1.8125,2,30.0,2.5,3.5,10
38,0.5,1.5,0.5,0.5,1.125,2,30.0,1.5,-1.5,10
34,2.0,1.0,0.0,1.375,1.375,2,28.5,-1.75,-4.0,10
30,0.0,1.5,0.5,1.6875,0.9375,0,28.5,0.25,2.0,10
32,0.5,0.125,0.5,-1.9375,-3.375,0,28.5,-0.75,3.0,10
18,0.0,0.0,1.75,-1.9375,-3.375,0,28.5,-2.75,-1.0,10
17,1.75,1.5,0.0,-0.875,-1.0,0,28.5,0.25,-1.0,10
40,1.625,0.0,0.0,0.0625,-2.375,0,30.5,1.25,1.75,10
37,1.625,2.75,0.5,0.875,1.9375,0,30.5,0.25,-2.25,10
